,career_level,hard_skills,id,soft_skills,text,title,url
184,,[],184,[],"Some of the attributes required for this post:  Excellent embedded digital electronics hardware design skills, with good knowledge of design of supporting analogue circuits.  Wireless product design experience, and a knowledge of RF circuit design and test.  A strong understanding of design for manufacture and design for cost.  Strong skills in the use of schematic capture and PCB design tools.
A rigorous approach to verifying products and documenting tests performed at the various stages in product development.  A sound understanding of production test.",Hardware Engineer,https://leeds.tech/job/hardware-engineer/
185,junior,[],185,['literate'],"The following are essential:  A qualifying degree from a reputable university.  Able to work in the UK.  Willing to work in Leeds City Centre.  Computer literate, with experience of basic software applications.",Graduate Executives,https://leeds.tech/job/graduate-executives/
186,senior,"['javascript', 'javascript|js|es6|ecmascript|ecmascript7', 'zend|zendframework', 'php', 'bootstrap', 'svn', 'mysql', 'linux', 'git', 'mvc', 'aws|amazon web services', 'css', 'version control']",186,['proactive'],"What you need:  A proven record of producing high-quality cloud-based application.  Backend skills in PHP, Apache, Linux, and MySQL.
Frontend skills in XHTML, CSS, and JavaScript, using Bootstrap.  Experience with PHP MVC frameworks (i.e. Zend Framework or similar).  Experience with version control systems, including SVN and GIT.  Experience with cloud technologies, ideally Amazon Web Services.  Experience with building and consuming RESTful APIs.  Experience with queuing technologies such as RabbitMQ, Beanstalkd.  An understanding of using full-text search engines i.e. Elasticsearch.  A proactive approach to work and ability work well within a team.  A keen interest in search marketing, systems development and data.",Senior Technical Developer (web-based tools) Leeds,https://leeds.tech/job/senior-technical-developer-web-based-tools-leeds/
187,,[],187,['creative'],"The Designer will support the agency’s creative offering by collaborating with account teams to contribute to creative ideas and refine design briefs. The role also involves supporting the Senior Creative in creating campaign creative, pitch presentations and developing the agency’s brand collateral.",Designer,https://leeds.tech/job/designer-2/
188,,[],188,"['confident', 'diverse', 'enthusiastic', 'writing', 'communicator']","These are just some of the key skills TransUnion is looking for:  Strong copywriter with demonstrable experience of writing about technology and data.  Ideally experience in Product Marketing or Marketing in the Financial Services sector.  Ability to research solutions via interviews and desktop research to understand key messages, customer paint points and USPs.  Ability to work with a diverse number of stakeholders.  Confident at producing and managing a production schedule.  Strong, enthusiastic communicator with good negotiation skills.  Strong and accurate use of English - copywriting experience is preferred",Product Marketing Adviser,https://leeds.tech/job/product-marketing-adviser/
189,,['optimisation'],189,"['time management', 'analyse data', 'presentation', 'communication', 'initiative', 'writing']","Key skills:  One to two years’ SEO experience.  Initiative, motivation and drive to succeed.  Ability to work under own direction and as part of a team.  Time management skills and close adherence to deadlines.  Great communication, presentation and writing ability. 
The ability to analyse data in order to inform strategies and interpret results.  Some knowledge of beginner’s level SEO, areas including
On-page technical SEO, Keyword research skills, Content optimisation skills.  Familiarity with industry tools.  Link analysis skills. 
 Presentation skills within small groups.",SEO Executive (Epiphany),https://leeds.tech/job/seo-executive-epiphany/
190,,[],190,"['time management', 'organised', 'team player', 'communicator', 'attention to detail']","You have the following attributes:   Excellent communicator who can build relationships quickly • Extremely organised and proactively take on task and the responsibility to deliver • A team player who enjoys working with others who actively contributes ideas • Excellent project management skills and can proactively problem solve • Excellent personal time management, with an ability to work efficiently and with attention to detail.",Account Executive,https://leeds.tech/job/account-executive-3/
191,,"['php', 'html']",191,"['pragmatic', 'leadership']",You must have extensive knowledge of and be able to take a pragmatic approach towards the following:  On-site technical audit and improvements.  Small SEO-related HTML edits.  Limited PHP edits.  Keyword research.  Ranking factors.  Algorithm changes and updates.  Data analysis/BI.   Google Analytics.  Solid leadership qualities.,Technical SEO Specialist,https://leeds.tech/job/technical-seo-specialist/
192,peak,['agile'],192,['collaborative'],"Experience:  • Proven architecture and software development experience in a medium to large company • Worked in an agile team • Worked in a highly collaborative team • Experience of architectural frameworks, tools, patterns and the production of associated artefacts to support the Software Development Lifecycle
 • Hands-on Software Engineering background with knowledge of multiple technologies, development languages and practices",Architect – Software,https://leeds.tech/job/architect-software/
193,,"['javascript', 'javascript|js|es6|ecmascript|ecmascript7', 'sqlserver|sql server|sqldatatools', 'html', 'css', 'sql']",193,[],"Skills that are required:  1 year of commercial software Development
Skills that are desired:    MS SQL Server 2012+, T-SQL, Stored Procedures.  JavaScript / HTML / CSS.  About PureNet",.NET Developer,https://leeds.tech/job/net-developer-3/
194,junior,[],194,[],"This role involves running PPC accounts to budget, managing account development and maintaining tasks in line with the development plan",Junior Paid Media Manager,https://leeds.tech/job/junior-paid-media-manager/
195,,"['javascript', 'javascript|js|es6|ecmascript|ecmascript7', 'php', 'html', 'codeigniter', 'mysql', '.net|dotnet|dotnetcore', 'sass', 'mvc', 'css', 'sql']",195,[],"Strong HTML/CSS skills; building valid, clean, semantic mark up.   Mad Javascript skills; that bring design to life.  Knowledge of SASS or other CSS pre-processors
OR
Experience of working with RESTful APIs – particularly social network Facebook, Twitter, etc, constantly looking at innovative solutions (desirable).  MySQL skills and general SQL experience.  Database analysis and design skills; building well-structured, normalised databases.  Competence with modern web software architecture and techniques such as MVC.  Ability to build well-designed, modular, reusable code.  Familiarity with CodeIgniter, Laravel and/or other modern PHP Frameworks.  Have a desire to increase your skill set in robotics, Bluetooth code and machine controllers, AI/VR code and mobile dev.
",Front End Developer,https://leeds.tech/job/front-end-developer-4/
196,senior,"['azure|azuredevops', 'continuous delivery']",196,"['communication', 'collaborative']","Applicants will have the following essential experience:   Commercial experience of working with teams involved in development, build and release activities.  Strong background in Software\Database Development, Build or Release engineering.  Good background in development and administrating cloud environments, including Azure.  Excellent troubleshooting/fault resolution skills.  Ability to lead discussion and influence decisions within the field of continuous delivery.  Good interpersonal and communication skills .  Problem ownership and resolution.  Collaborative approach to working with technical and non-technical teams across the business. Willingness to learn and embrace industry developments and practices from both a Development and Operations background.",Senior Engineer – System Build,https://leeds.tech/job/senior-engineer-system-build/
197,,[],197,"['communication', 'organised', 'initiative', 'enthusiastic', 'writing']","Educated to degree level, preferably in PR, Journalism or similar course  :  Exceptional writing skills, competent in spelling and grammar  : Knowledge and experience of developing PR and marketing content  :  Experience of creating social media content and handling accounts  :  Ability to work to tight deadlines and within a fast-paced environment  :  Excellent communication skills  :  A self-starter who shows initiative and is both organised and enthusiastic.
",Content Marketing Co-ordinator,https://leeds.tech/job/content-marketing-co-ordinator/
198,junior,['excel'],198,"['deadline', 'motivated', 'communicate', 'attention to detail']","It is imperative that you are deadline focused and willing to put in the effort required to ensure deadlines are always met. You will be naturally motivated and focused and have the ability to manage your own workload.

You will have good interpersonal skills, be able to work well within the team, and communicate effectively.

 You will focus on relationships and have great attention to detail in your work.  You will have a finance background/knowledge and Microsoft Office - Excellent Excel skills. OSTickets - ideal not essential
",Junior Finance and Systems Administrator,https://leeds.tech/job/junior-finance-and-systems-administrator/
199,,"['javascript|js|es6|ecmascript|ecmascript7', 'iot', 'c']",199,"['client facing', 'writing', 'strategic']","BJSS is looking for the following attributes:  Proven experience within a Consultancy environment is key for this role. You must have worked across a range of engagements with clients and have successfully delivered tangible benefits to the end client. Experience working as an Enterprise, Business, Technical Architect or Strategy Consultant.  Specialisation in at least one strategic Digital Technology: AI, Cloud, IoT, Analytics, Cyber-security.  Experience scoping, planning and leading activities from writing proposals through to managing client relationships and ensuring successful project delivery.  Client facing experience up to 'C' suite",Technology Consultant (IT Strategy),https://leeds.tech/job/technology-consultant-it-strategy/
200,,"['agile', 'azure|azuredevops', 'aws', 'aws|amazon web services']",200,['leadership'],"Required skills include:  experience around target operating models in the data space, data strategy planning, in-depth experience of Agile, deep understanding of database technology landscape and a willingness to keep up to date with it, knowledge of Cloud provider offerings (e.g. AWS and Azure), leadership skills, senior stakeholder engagement and consulting experience.
",Technology Consultant (Data Strategist),https://leeds.tech/job/technology-consultant-data-strategist/
201,mid-level,"['agile', '.net|dotnet|dotnetcore', 'tdd']",201,[],"Possession of some of the following attributes is required - Good PM experience – we have PMs with a year or 2 under their belt to 20+ years :  End to end software delivery lifecycle experience : Hands-on Agile experience : Client interaction – do you regularly deal with clients? To what level? : A good understanding of software development practices. Are you up to speed on CI/CD? BDD / TDD? :
Commercial acumen – we don’t always take a PM with £10m + budget experience, but can you talk to solid financial management skills? : Self-starter – we don’t expect to be holding hands but will provide a support network to you to achieve success : People person – Project Managers have overall responsibility for the wellbeing of their team : Not looking for a standard 9-5 job : Happy to contribute to the advancement of the overall Delivery Management group.",Project Manager,https://leeds.tech/job/project-manager-4/
202,,"['saas', 'integration', 'azure|azuredevops', 'aws', 'vmware*', 'iaas', 'rackspace', 'paas', 'vcloud', 'aws|amazon web services']",202,[],"You will have experience in delivering solutions covering one or more of the following areas within a Cloud environment; outsourcing, networking, contact centres, end-user computing, data centres, and middleware/integration.

This specific role is focused on expertise in cloud technologies (AWS, Azure, Rackspace, VMware vCloud) and service-oriented architecture (IaaS, PaaS, SaaS). You will have demonstrable architecture and implementation experience in one or more of these areas; designing for failure, loosely-coupled components, elasticity, etc. You will also have extensive experience of traditional “on-premise” Infrastructure solutions",Cloud Consultant,https://leeds.tech/job/cloud-consultant/
203,,"['jira', 'cucumber|cucumberbdd', 'agile', 'jmeter', 'csharp|c#', 'jenkins', 'java', 'specflow', 'selenium', 'jbehave', 'python', 'c', 'teamcity']",203,"['confident', 'diverse']","Key requirements:    * Be confident in working with a range of partners across diverse business and technology communities * Be able to deliver testing projects across workstreams in multi-vendor environments *  Apply novel techniques and tools to existing processes *  Understand modern/enterprise agile methods and be able to apply them  * Work in a team of like-minded people to get the job done *
Focus on the delivery of the whole project, not just a narrow vertical  * Challenge the status quo * Be open minded to new techniques and ways of working *  Adapt and improvise to overcome problems  * Understand the whole life cycle including analysis, enterprise development, build & deployment, and support *  Have experience in one of the following languages Java, C#, Python 
Have experience in tools such as jBehave, jUnit, Selenium, Cucumber, Specflow, jMeter, Gatling, Appium, Calabash, Jenkins, TeamCity, Jira and Confluence - or be able to pick these up quickly. 
",Automation Test Engineer,https://leeds.tech/job/automation-test-engineer/
204,,[],204,"['presentation', 'communication', 'reporting']","Some of the skills you will have are:  
Experience in handling crisis monitoring, triage and assessment and incident reporting / appropriate escalation.  
Excellent crisis planning skills.
Good communication, interpersonal and presentation skills.
Professional business manner and working practice, able to set an example for the rest of the team.
A can-do attitude and a desire to support with the growth and development of a new business area.
Knowledge and experience of media response including social media approaches during a crisis / incident.
",Head of Issue and Crisis Monitoring (Social Media),https://leeds.tech/job/head-of-issue-and-crisis-monitoring-social-media/
205,,[],205,"['organised', 'curiosity', 'analytical', 'writing', 'problem solver']","Requirements for this post - Bi-lingual, Knowledge of Social Media, Deep interest and knowledge of current affairs of given language country, Investigative skills, Natural curiosity, Organised, High standard writing and verbal skills (both English and second language),
Analytical mindset, Problem solver, Pro-active.",Digital Threat Researcher,https://leeds.tech/job/digital-threat-researcher/
206,,"['javascript', 'javascript|js|es6|ecmascript|ecmascript7']",206,['passionate'],"Your knowledge of object orientated JavaScript design must be second to none. You should also be passionate about delivering high quality and innovative software solutions.

We are looking for great developers to work on interesting projects, so whether you are just out of education or if you’re already in the industry, then we want to hear from you!",Javascript Developer,https://leeds.tech/job/javascript-developer/
207,,[],207,['attention to detail'],"This role requires strong copywriting skills (for SEO friendly blogs, social media, website content and email campaigns), someone who is comfortable using all major social media platforms and is fluent in their role in the marketing mix, ability to use social media scheduling tools (Hootsuite would be advantageous), ability to understand analytics and how to use them to measure and report on success (including Google Analytics, Facebook, Twitter), attention to detail and good interpersonal skills, including a great telephone and email manner.
",Marketing Executive,https://leeds.tech/job/marketing-executive-little-agency/
208,,[],208,[],"You will have project management experience, be an excellent stakeholder manager and have experience of technology linked projects, in particular data management.

Experience of working with mixed and distributed team",Technology Specialist – Data Project Management,https://leeds.tech/job/technology-specialist-data-project-management/
209,,[],209,"['proactive', 'driven']","Essential requirements for this post are:  Able to demonstrate a successful record in proactive sales and a desire to build a career in business development; previous experience in B2B telesales / appointment setting / telemarketing; ability to grasp technical concepts quickly and articulate complex solutions; strong Internet research and PC skills (Office software, CRM tools, Linkedin); high energy approach to sales, tenacity, and a results-driven mentality.
Educated to degree level",New Business Development Executive,https://leeds.tech/job/new-business-development-executive/
210,senior,"['csharp|c#', '.net|dotnet|dotnetcore', 'c']",210,"['time management', 'problem solving', 'writing', 'communicate', 'organisational']","Essential for this post:  Excellent problem solving skills to identify root cause and permanent resolution.  Able to communicate at all levels.  Developed influencing skills.  Excellent documentation skills.  Methodical, thorough and diligent.  Strong organisational and time management skills.  Able to identify and manage risks within line of business.  Fluent written and verbal English
Thorough commercial experience of software development usiing Microsoft.NET technologies (C#2.0 or above). Thorough experience of object-oriented concepts within Software development.  Experience of writing unit tests and using unit test frameworks.  Ability to communicate superbly, both with technical and non-technical staff.",Senior Engineer- Software Development,https://leeds.tech/job/senior-engineer-software-development-2/
211,,['jira'],211,['enthusiasm'],"In Service Operations you’ll be working with some of best software in the industry. Pager Duty, Grafana, JIRA and Slack are just some of the awesome tools you will get your hands on in the team. We’re currently in the process of building a brand new and bespoke ITSM tool in JIRA!

If you have experience with any of the above, that’s brilliant but more than anything we’re looking for someone with an excellent capacity to learn new things and someone with an undeniable enthusiasm for operational excellence!",Service Operations Engineer,https://leeds.tech/job/service-operations-engineer/
212,,"['javascript', 'integration', 'javascript|js|es6|ecmascript|ecmascript7', 'agile', 'moch', 'jest', 'scrum', 'jasmine', 'git', 'react', 'kanban']",212,"['confident', 'team player']","You’ll be a ‘real’ team player with an expert understanding of JavaScript ES6, React, Jest and Git. You’ll also be confident in your ability to: write clean, maintainable and high-quality JavaScript to best practice standards; test automated software through unit/functional/integration test suites, such as Jest, Moch or Jasmine; develop interactive features without depending on 3rd party plugins.

Additionally, experience in the following will really set you apart:

Agile delivery principles and practices, such as Scrum or Kanban
Systems composed of small modules, each with clear responsibilities and APIs",Front End Developer – JavaScript,https://leeds.tech/job/front-end-developers/
213,,"['agile', 'aws', 'java', 'aws|amazon web services']",213,[],"Skills needed
You’ll have a background of developing automation test frameworks using Java and expertise in API testing.  Experience of working in an agile environment would also be advantageous. 

If you’ve got AWS Cloud experience or knowledge of testing real times messaging systems that would be great, but if not we can help you learn.

As a Lead within the team, you will need to be comfortable dealing with various key personnel across our business, help with defining strategy as well as exploring the use of new technology and frameworks within the industry.",Software Test Engineer Lead,https://leeds.tech/job/software-test-engineer-lead/
214,,[],214,[],"Applicants will have proven experience of building chatbots and voice bots, key for this role, together with experience of working across a range of engagements with clients or in a startup and having successfully delivered tangible benefits to the end client. 
",Innovation Engineer – Chatbots,https://leeds.tech/job/innovation-engineer-chatbots-2/
215,,[],215,[],"Proven experience building chatbots and voice bots is key for this role. You will have worked across a range of engagements with clients or in a startup and have successfully delivered tangible benefits to the end client. 
",Innovation Engineer,https://leeds.tech/job/innovation-engineer/
216,,['agile'],216,['communication'],"The successful candidate will have excellent communication skills, both written and verbal, with proven stakeholder management skills and the ability to build and maintain fantastic working relationships with 3rd party suppliers and colleagues at all levels. You must have previous experience delivering projects in an Agile environment and preferably have worked within Ecommerce.
",Digital Business Analyst,https://leeds.tech/job/digital-business-analyst/
217,,"['jira', 'optimisation']",217,"['organised', 'ambition', 'proactive', 'leadership', 'attention to detail', 'strategic']","As a Mobile App Optimisation Lead, you will have a strong understanding and experience of Mobile App development, be a strong strategic thinker and be comfortable leading a team. Ambition to drive and maximise growth of the apps channel, identify revenue opportunities and deliver customers a ‘best in class’ app experience that will enhance their booking and post booking experience. Also, experience working with App store management, PM tools (e.g. Jira, TFS), analytics tools (e.g. Google Analytics, App Annie, Crashlytics, Firebase) will be essential.

The successful candidate needs to bring proven 2-3 years of strategic leadership experience and a positive can do attitude to the team, be personable, proactive, organised and efficient with great attention to detail and commercial acumen.",Mobile App Optimisation Lead,https://leeds.tech/job/mobile-app-optimisation-lead/
218,mid-level,[],218,"['confident', 'organised', 'communicator']","What do you need?
Educated to degree level in a marketing or business related topic preferred but not essential
Two years minimum relevant project experience and an understanding of digital marketing, design and development projects
A whizz at keeping project admin in check and the communications flowing throughout the business in a timely manner
A confident communicator, able to present to internal stakeholders at all levels
Work across a variety of functions with the ability to drive the delivery with a range of people at all levels
Proven experience of managing projects
Organised, detail orientated with a focus on output
Sleeves rolled up
A project management qualification would be welcome but not essential",Project Manager,https://leeds.tech/job/project-manager-5/
219,,"['windows server', 'windows']",219,"['flexible', 'team player']","Hands-on experience of the following:

Windows Server 2012 Administration
Microsoft Active Directory
Office 365
A clear understanding of IT security issues including, anti-virus, malware prevention
Team player with the ability to work both as part of our small team and autonomously while taking full ownership for tasks and projects that are assigned to you
The experience to identify where support and/or improvement is required and proactively provide it
Flexible and adaptable with a hands-on approach, you’ll be excited by new ideas and technology and willing to pick up and work with new initiatives no matter how unfamiliar.",IT Support Technician,https://leeds.tech/job/it-support-technician/
220,,"['docker|dockercon', 'integration', 'subversion', 'chef', 'cvs', 'ansible', 'php', 'continuous integration', 'vmware*', 'ubuntu', 'jenkins', 'debian', 'unix', 'salt', 'linux', 'docker', 'git', 'bamboo', 'teamcity', 'version control', 'puppet']",220,['initiative'],"We're looking for people with strong Linux/Unix [Debian, Ubuntu, Redhat] skills. Ideally, you'll also have experience in some of the following:

Configuration (Ansible, Puppet, Chef, Salt)
Continuous integration/deployment (Jenkins, Bamboo, Teamcity, Bitbucket Pipelines)
Virtualisation (Vagrant, Docker, VMWare)
Version Control (Git, Subversion, CVS)
Knowledge of PHP preferable
The Role
Working in an energetic, fast-paced environment, you’ll have a 'can do' attitude and be able to show initiative and the ability to learn quickly. We are constantly evolving, so you’ll get to use all the latest tools and influence which are adopted for wider use.",Technical Systems Administrator,https://leeds.tech/job/technical-systems-administrator/
221,peak,['.net|dotnet|dotnetcore'],221,"['presentation', 'communication', 'motivated', 'communicator', 'driven']","You have a successful track record of business development or account management, are highly motivated and target driven, and
possess excellent communication, negotiating, presentation and networking skills.  
You will be able to demonstrate exceptional achievement in business development and sales, be skilled at turning prospects into long-standing, loyal accounts, and possess excellent influencing and negotiating abilities. As well as a first-class communicator and relationship builder, you will be customer focused and able to work collaboratively across the business.",Business Development Manager,https://leeds.tech/job/business-development-manager/
222,,"['javascript', 'javascript|js|es6|ecmascript|ecmascript7', 'angular|angularjs|angular.js', 'stack', 'html', 'angular', 'css', 'react']",222,"['algorithms', 'driven']","You will have:
Good knowledge of JavaScript and other related front end technologies such as HTML (5) CSS(3)
Strong experience with React and Redux (maybe Angular and Node too)
Exposure to Test Driven Development or Behaviour Driven Development methodologies
Responsive Web Design (desktop and mobile)
Strong Object-Oriented skills
Thorough understanding of the fundamentals of computing (e.g. logic, data structures, algorithms, low-level architecture, systems infrastructure, network stack) and more.....",Software Engineer – JavaScript,https://leeds.tech/job/software-engineer-javascript/
223,,"['javascript', 'javascript|js|es6|ecmascript|ecmascript7', 'redis', 'hadoop|hdfs', 'html', 'couchbase', 'mongodb|mongo']",223,[],"Strong “Software Engineering” fundamentals and practical experience, development of highly concurrent systems (multi-threaded and/or distributed), UML,  experience of web / app containers such as Jetty, Tomcat, JBoss, Weblogic;  exposure to NoSQL technologies such as MongoDB, Redis, Riak, Couchbase, Hadoop, Map/Reduce,  persistence frameworks/APIs, such as JPA, Hibernate or Spring Data, HTML5 and JavaScript and much more...",Software Engineer – Full Stack,https://leeds.tech/job/software-engineer-full-stack/
224,,[],224,[],"Proven experience building chatbots and voice bots is key for this role. You will have worked across a range of engagements with clients or in a startup and have successfully delivered tangible benefits to the end client. 
",Innovation Engineer Chatbots,https://leeds.tech/job/innovation-engineer-chatbots/
225,,[],225,"['problem solving', 'attention to detail']","The successful candidate will ideally have experience in data monitoring within an Aviation or Engineering role, however candidates demonstrating strong technical or administration backgrounds from other industries may also be considered.  You will have meticulous attention to detail and a structured approach to problem solving, as well as the ability to engage with stakeholders at all levels. The Technical Data Analyst will have excellent IT skills and the ability to work closely with very technical data.
 ",Technical Data Analyst,https://leeds.tech/job/technical-data-analyst/
226,junior,"['javascript', 'javascript|js|es6|ecmascript|ecmascript7', 'php', 'html', 'grunt', 'jquery', 'gulp', 'sass', 'css', 'less']",226,[],"You will have working knowledge of HTML5, CSS3, JavaScript/jQuery, PHP, and Sass/LESS, an understanding of task automation (eg. Grunt, Gulp), experience of media queries and responsive design,  and experience developing with the WordPress platform....and more
",Junior and Mid-Weight Web Developers,https://leeds.tech/job/junior-and-mid-weight-web-developers/
227,senior,"['javascript', 'javascript|js|es6|ecmascript|ecmascript7', 'php', 'html', 'grunt', 'jquery', 'gulp', 'sass', 'css', 'less', 'version control']",227,[],"Some of the skills and experience applicants will have include advanced knowledge of HTML5, CSS3, JavaScript/jQuery, PHP, and Sass/LESS, solid understanding of task automation (eg. Grunt, Gulp), advanced experience of media queries and responsive design,
solid experience in developing with the WordPress platform and competence with version control services.",Senior Web Developer,https://leeds.tech/job/senior-web-developer/
228,mid-level,['excel'],228,['writing'],"Applicants must have at least 3 years’ experience in an SEO specific role and confidence to carry out audits, advanced knowledge of Microsoft Word, Excel and PowerPoint, strong business writing skills and ability to produce high quality reports, project management skills and the ability to manage multiple tasks, and a track record of providing ROI through SEO strategy",SEO Lead,https://leeds.tech/job/seo-lead-3/
229,peak,[],229,['self-management'],"You have a significant degree of self-management and the ability to identify priorities for the Leeds region.  Part of the role involves client delivery.  You’ll need to be experienced enough to know what’s needed, where to apply yourself, and present gravitas to clients.

You also have a good breadth of complex technical delivery expertise, ideally including forward looking technical delivery such as Machine Learning and Cloud Native. ",Chief Engineer,https://leeds.tech/job/chief-engineer/
230,peak,"['saas', 'csharp|c#', 'serverless', 'c', 'sql']",230,[],"Essential experience and skills:
10 years + experience in a similar environment 
Experience as a software developer
Knowledge and experience of C# & .Net 
Knowledge and experience of SQL and NoSql technology 
Knowledge and experience in Serverless 
Experience in SaaS development",Software Engineer and Architect,https://leeds.tech/job/software-engineer-and-architect/
231,peak,"['saas', 'csharp|c#', 'serverless', 'c', 'sql']",231,[],"Essential experience and skills:
10 years + experience in a similar environment 
Experience as a software developer
Knowledge and experience of C# & .Net 
Knowledge and experience of SQL and NoSql technology 
Knowledge and experience in Serverless 
Experience in SaaS development",Software Engineer and Architect,https://leeds.tech/job/software-engineer-and-architect/
232,senior,[],232,"['creativity', 'out of the box', 'manage multiple projects', 'writing', 'English language', 'evaluate content', 'tone of voice', 'organisational']","Applicants will Ideally have a minimum of 3+ years content marketing experience (where possible, NCTJ trained)
Ability to manage multiple projects and campaigns for brands
Ability to write well for a range of sectors and audiences, taking into account tone of voice and brand guidelines
Ideally have Consumer Finance writing experience
Understanding of the impact of content on user experience
Excellent grasp of the English language and ability to proof-read and evaluate content effectively
Creativity - the ability to come up with out of the box ideas that match the campaign objectives
Excellent organisational skills",Senior Content Writer,https://leeds.tech/job/senior-content-writer/
233,senior,"['javascript', 'javascript|js|es6|ecmascript|ecmascript7', 'php', 'html', 'grunt', 'gulp', 'git', 'sass', 'css', 'sql']",233,[],"Applicants will have:
5+ years in top agencies, creating award-winning websites and applications
High proficiency in HTML, CSS, SASS, JavaScript, SQL and PHP
Familiarity and ease with working with Gulp/Grunt and Git",Senior Creative Full Stack Developer,https://leeds.tech/job/senior-creative-full-stack-developer/
234,mid-level,['agile'],234,"['communication', 'leadership']","You must be adaptable, have excellent communication skills, proven leadership skills, a keen interest in technology and a working knowledge of Agile methodologies.",Project Manager,https://leeds.tech/job/project-manager-3/
235,junior,['agile'],235,"['communication', 'leadership']","You must be able to demonstrate great team leadership, knowledge of Agile methodologies and a real interest in technology, alongside excellent communication skills, both internal and with clients.",Junior Project Manager,https://leeds.tech/job/junior-project-manager-3/
236,,"['javascript', 'integration', 'javascript|js|es6|ecmascript|ecmascript7', 'agile', 'java', 'html', 'scrum', 'git', 'mvc', 'css']",236,[],"Essential skills and experience include:  working in agile teams using Scrum, developing highly interactive websites that provide a great user experience or in developing high concurrency, resilient integration solutions;  agile branching strategies and source code management using tools such as Git, and a minimum of 3 years of the following technologies:
Java SE and Java EE Frameworks
Spring
Web or REST services
JavaScript (preferably through JavaScript MVC frameworks)
CSS
HTML
Databases
Hibernate
Apache Tomcat or other open source Java container",Java Developer,https://leeds.tech/job/java-developer-3/
237,,"['javascript', 'javascript|js|es6|ecmascript|ecmascript7', 'agile', 'csharp|c#', 'sqlserver|sql server|sqldatatools', 'html', 'scrum', 'asp', '.net|dotnet|dotnetcore', 'git', 'c', 'mvc', 'css', 'sql']",237,[],"Candidates will have the following experience:
Working in agile teams using Scrum, developing highly interactive websites that provide a great user experience,
agile branching strategies and source code management using tools such as Git, 
minimum of 3 years of the following technologies:
.NET Framework
C#
ASP.NET
JavaScript (preferably through JavaScript MVC frameworks)
CSS
HTML
SQL Server
LINQ / Entity Framework
IIS",.NET Developer,https://leeds.tech/job/net-developer/
238,,[],238,"['leader', 'organised', 'problem solver', 'compelling']","You will be a senior all-round leader, one with broad experience across both digital and print channels. Retail would be a bonus, but we’re firstly looking for a big thinker, problem solver and commercially minded individual who thrives working in an organised way to increasingly tight, demanding, deadlines. The ability to articulate and provide compelling rationales for your work is also vital.",Head of Design,https://leeds.tech/job/head-of-design/
239,,[],239,['passion'],We are seeking a Marketing Executive who has relevant experience in a general marketing role and a passion for delivering events as well as internal and external communications. ,Marketing Executive (Social Media and Events) Fixed Term Contract,https://leeds.tech/job/marketing-executive-social-media-and-events-fixed-term-contract/
240,,"['scrum', 'team foundation server']",240,['leadership'],"
 

Your qualifications and experience will be as follows:
Scrum Alliance Certified ScrumMaster® (CSM®) or equivalent
3+ years working in a Product Development environment
Working knowledge of Team Foundation Server to manage workload, track team velocity, burndown etc
Possess conflict resolution capability focusing on Scrum values of openness, honesty and respect
Ability to influence without the need for hierarchical authority - servant leadership",Scrum Master,https://leeds.tech/job/scrum-master/
241,senior,"['cucumber|cucumberbdd', 'docker|dockercon', 'javascript|js|es6|ecmascript|ecmascript7', 'chef', 'aws', 'angular|angularjs|angular.js', 'jenkins', 'angular', 'selenium', 'docker', 'aws|amazon web services', 'react', 'node.js|nodejs']",241,['initiative'],"You will provide technical expertise and direction for the Automation Squad, building software to help our Safer Gambling and Compliance initiative.  Whilst expertise is not required in all of the following, some experience would be be ideal:  React, NodeJS, Express, Kotlin, Angular, .Net, Apex, AWS, Jenkins, Chef, Salesforce, Docker, Rancher, Gherkin, Selenium, Cucumber, Prometheus & Terraform.",Tech Lead – Enterprise Services Tribe,https://leeds.tech/job/tech-lead-enterprise-services-tribe/
242,senior,"['gradle', 'stack', 'java', 'http', 'git', 'c', 'xcode']",242,[],"We expect candidates to be from an iOS Mobile Development background or Android Mobile Development background or both.
Our iOS tech stack is Objective-C/Swift using Xcode 10 with knowledge of WKWebView and familiarity with the latest iOS SDK (iOS 12) and using CocoaPods for dependency management.  Our Android tech stack is Java and Kotlin with knowledge of Gradle.
We don’t expect you to be an expert in all these things, but expect a polyglot attitude to technology.  We expect candidates to have a keen interest in the latest mobile development trends.  We also expect candidates to have an understanding of HTTP protocols, requests and responses as well as experience of using git source control",Tech Lead (Native),https://leeds.tech/job/tech-lead-native/
243,,"['javascript', 'javascript|js|es6|ecmascript|ecmascript7', 'sqlserver|sql server|sqldatatools', 'html', 'css', 'sql']",243,[],"Applicants should have one year of commercial software development experience.  Skills might also include MS SQL Server 2012+, T-SQL, Stored Procedures, JavaScript, HTML and/or CSS. ",.NET Software Engineer,https://leeds.tech/job/net-software-engineer/
244,senior,['agile'],244,[],"We are looking for a Senior Agile Delivery Lead with a good technical background who has worked with large third parties to join our Gaming Tribe.  In particular, you will be comfortable in a role with a high degree of tech focussed stakeholders, working with a high visibility set of teams, central to the tribe’s service and operational management, delivering a complex roadmap of features and “business as usual” tasks.
",Senior Agile Delivery Lead  (Gaming Tribe),https://leeds.tech/job/senior-agile-delivery-lead-gaming-tribe/
